AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2021,6,60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,F,30-59 AÑOS,PERÚ,1
2022,7,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,PERÚ,7
2023,11,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,18-29 AÑOS,PERÚ,3
2019,7,110101,ICA,ICA,ICA,F,18-29 AÑOS,PERÚ,2
2021,5,120114,JUNÍN,HUANCAYO,EL TAMBO,M,30-59 AÑOS,PERÚ,1
2022,12,40110,AREQUIPA,AREQUIPA,MIRAFLORES,M,60 A MAS AÑOS,PERÚ,1
2025,6,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,12-17 AÑOS,PERÚ,2
2021,3,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,12-17 AÑOS,PERÚ,1
2022,10,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18-29 AÑOS,PERÚ,1
2023,10,80108,CUSCO,CUSCO,WANCHAQ,M,30-59 AÑOS,PERÚ,1
2022,1,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,12-17 AÑOS,PERÚ,2
2023,8,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,30-59 AÑOS,PERÚ,1
2024,6,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,F,18-29 AÑOS,PERÚ,1
2019,1,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,12-17 AÑOS,PERÚ,6
2023,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,VENEZUELA,1
2023,1,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,12-17 AÑOS,PERÚ,2
2025,6,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,M,30-59 AÑOS,PERÚ,1
2019,9,60301,CAJAMARCA,CELENDIN,CELENDIN,F,18-29 AÑOS,PERÚ,1
2021,5,211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,F,12-17 AÑOS,PERÚ,1
2024,7,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,30-59 AÑOS,PERÚ,1
2024,9,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,60 A MAS AÑOS,PERÚ,1
2019,3,180301,MOQUEGUA,ILO,ILO,M,60 A MAS AÑOS,PERÚ,1
2023,6,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,12-17 AÑOS,PERÚ,1
2022,10,200601,PIURA,SULLANA,SULLANA,M,12-17 AÑOS,PERÚ,2
2022,9,100102,HUÁNUCO,HUANUCO,AMARILIS,F,12-17 AÑOS,PERÚ,12
2023,2,30306,APURIMAC,ANTABAMBA,PACHACONAS,M,6-11 AÑOS,PERÚ,1
2021,4,81206,CUSCO,QUISPICANCHI,CUSIPATA,M,18-29 AÑOS,PERÚ,1
2020,12,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,F,12-17 AÑOS,PERÚ,1
2025,3,130205,LA LIBERTAD,ASCOPE,PAIJAN,F,12-17 AÑOS,PERÚ,1
2019,9,211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,M,30-59 AÑOS,PERÚ,1
2021,6,30406,APURIMAC,AYMARAES,COTARUSE,M,18-29 AÑOS,PERÚ,1
2025,6,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,18-29 AÑOS,PERÚ,1
2022,5,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,18-29 AÑOS,VENEZUELA,1
2022,8,40122,AREQUIPA,AREQUIPA,SOCABAYA,F,12-17 AÑOS,PERÚ,1
2023,9,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,VENEZUELA,4
2024,3,120708,JUNÍN,TARMA,SAN PEDRO DE CAJAS,F,12-17 AÑOS,PERÚ,1
2021,10,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,12-17 AÑOS,PERÚ,1
2019,11,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,M,30-59 AÑOS,PERÚ,1
2022,9,30101,APURIMAC,ABANCAY,ABANCAY,M,6-11 AÑOS,PERÚ,2
2021,3,90301,HUANCAVELICA,ANGARAES,LIRCAY,F,18-29 AÑOS,PERÚ,1
2022,5,120101,JUNÍN,HUANCAYO,HUANCAYO,M,30-59 AÑOS,PERÚ,4
2023,6,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,60 A MAS AÑOS,PERÚ,1
2022,8,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,12-17 AÑOS,PERÚ,1
2023,6,40123,AREQUIPA,AREQUIPA,TIABAYA,F,12-17 AÑOS,PERÚ,2
2024,10,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,1
2024,1,150103,LIMA METROPOLITANA,LIMA,ATE,F,12-17 AÑOS,PERÚ,9
2022,6,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,6-11 AÑOS,PERÚ,1
2020,9,22001,ÁNCASH,YUNGAY,YUNGAY,F,12-17 AÑOS,PERÚ,1
2019,11,100301,HUÁNUCO,DOS DE MAYO,LA UNION,F,12-17 AÑOS,PERÚ,1
2024,5,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,9
2024,7,80106,CUSCO,CUSCO,SANTIAGO,M,60 A MAS AÑOS,PERÚ,1
2022,1,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,F,30-59 AÑOS,PERÚ,1
2021,5,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,F,12-17 AÑOS,PERÚ,1
2025,6,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,18-29 AÑOS,PERÚ,2
2019,4,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,F,12-17 AÑOS,PERÚ,2
2022,1,50302,AYACUCHO,HUANCA SANCOS,CARAPO,F,12-17 AÑOS,PERÚ,1
2022,9,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,30-59 AÑOS,PERÚ,1
2024,6,100101,HUÁNUCO,HUANUCO,HUANUCO,M,30-59 AÑOS,PERÚ,2
2019,10,250201,UCAYALI,ATALAYA,RAYMONDI,F,12-17 AÑOS,PERÚ,1
2020,9,150510,REGIÓN LIMA,CAÑETE,NUEVO IMPERIAL,M,18-29 AÑOS,PERÚ,2
2019,7,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,PERÚ,5
2022,5,190107,PASCO,PASCO,PAUCARTAMBO,M,18-29 AÑOS,PERÚ,1
2023,11,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,F,30-59 AÑOS,PERÚ,1
2022,1,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,18-29 AÑOS,PERÚ,1
2024,10,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,12-17 AÑOS,PERÚ,1
2024,6,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,12-17 AÑOS,PERÚ,1
2025,4,120107,JUNÍN,HUANCAYO,CHILCA,M,18-29 AÑOS,PERÚ,1
2019,10,230101,TACNA,TACNA,TACNA,M,18-29 AÑOS,PERÚ,2
2024,2,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,5
2021,12,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,18-29 AÑOS,PERÚ,5
2021,3,10705,AMAZONAS,UTCUBAMBA,JAMALCA,F,12-17 AÑOS,PERÚ,1
2019,2,21901,ÁNCASH,SIHUAS,SIHUAS,M,30-59 AÑOS,PERÚ,1
2021,6,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,6-11 AÑOS,PERÚ,1
2020,10,120607,JUNÍN,SATIPO,RIO NEGRO,M,12-17 AÑOS,PERÚ,1
2023,7,151019,REGIÓN LIMA,YAUYOS,LINCHA,M,30-59 AÑOS,PERÚ,1
2020,10,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,12-17 AÑOS,PERÚ,7
2022,1,150119,LIMA METROPOLITANA,LIMA,LURIN,M,12-17 AÑOS,PERÚ,2
2022,12,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,PERÚ,4
2019,7,150103,LIMA METROPOLITANA,LIMA,ATE,M,30-59 AÑOS,PERÚ,4
2022,2,230104,TACNA,TACNA,CIUDAD NUEVA,F,12-17 AÑOS,PERÚ,2
2019,4,40112,AREQUIPA,AREQUIPA,PAUCARPATA,F,60 A MAS AÑOS,PERÚ,1
2024,1,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,60 A MAS AÑOS,PERÚ,1
2023,10,120208,JUNÍN,CONCEPCION,MANZANARES,F,12-17 AÑOS,PERÚ,1
2022,6,80901,CUSCO,LA CONVENCION,SANTA ANA,M,30-59 AÑOS,PERÚ,1
2021,8,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,PERÚ,1
2025,2,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,M,60 A MAS AÑOS,PERÚ,1
2024,11,30602,APURIMAC,CHINCHEROS,ANCO_HUALLO,F,12-17 AÑOS,PERÚ,2
2025,4,150116,LIMA METROPOLITANA,LIMA,LINCE,F,18-29 AÑOS,PERÚ,1
2023,12,80101,CUSCO,CUSCO,CUSCO,F,12-17 AÑOS,PERÚ,3
2019,9,80801,CUSCO,ESPINAR,ESPINAR,M,30-59 AÑOS,PERÚ,1
2022,11,90117,HUANCAVELICA,HUANCAVELICA,YAULI,F,12-17 AÑOS,PERÚ,1
2019,12,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,18-29 AÑOS,PERÚ,4
2024,4,190303,PASCO,OXAPAMPA,HUANCABAMBA,F,12-17 AÑOS,PERÚ,1
2020,1,80108,CUSCO,CUSCO,WANCHAQ,F,12-17 AÑOS,PERÚ,1
2020,9,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,,PERÚ,1
2023,9,21201,ÁNCASH,HUAYLAS,CARAZ,F,12-17 AÑOS,PERÚ,1
2021,8,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,4
2021,4,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,18-29 AÑOS,PERÚ,1
2022,7,100102,HUÁNUCO,HUANUCO,AMARILIS,M,6-11 AÑOS,PERÚ,1
2020,10,160301,LORETO,LORETO,NAUTA,M,18-29 AÑOS,PERÚ,1
2023,6,40101,AREQUIPA,AREQUIPA,AREQUIPA,M,12-17 AÑOS,PERÚ,2
2023,8,80910,CUSCO,LA CONVENCION,PICHARI,M,18-29 AÑOS,PERÚ,2
2023,7,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,12-17 AÑOS,PERÚ,5
2020,3,180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,F,6-11 AÑOS,PERÚ,1
2019,3,120107,JUNÍN,HUANCAYO,CHILCA,M,18-29 AÑOS,PERÚ,1
2020,12,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,60 A MAS AÑOS,PERÚ,1
2025,3,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,F,12-17 AÑOS,PERÚ,1
2024,11,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,F,18-29 AÑOS,PERÚ,1
2025,3,110305,ICA,NAZCA,VISTA ALEGRE,M,18-29 AÑOS,PERÚ,1
2023,1,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,30-59 AÑOS,PERÚ,3
2022,8,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,VENEZUELA,1
2019,12,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,60 A MAS AÑOS,PERÚ,1
2019,4,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,F,18-29 AÑOS,PERÚ,1
2022,3,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,F,30-59 AÑOS,PERÚ,1
2019,1,120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,F,12-17 AÑOS,PERÚ,1
2022,1,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,12-17 AÑOS,PERÚ,2
2022,2,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,18-29 AÑOS,PERÚ,2
2020,1,150121,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,18-29 AÑOS,PERÚ,1
2025,1,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,12-17 AÑOS,PERÚ,9
2020,2,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,12-17 AÑOS,PERÚ,11
2022,3,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,6-11 AÑOS,PERÚ,1
2020,4,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,M,30-59 AÑOS,PERÚ,1
2021,8,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,30-59 AÑOS,PERÚ,1
2022,5,40702,AREQUIPA,ISLAY,COCACHACRA,F,12-17 AÑOS,PERÚ,1
2019,11,120125,JUNÍN,HUANCAYO,PILCOMAYO,M,60 A MAS AÑOS,PERÚ,1
2021,1,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,18-29 AÑOS,PERÚ,1
2022,9,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,18-29 AÑOS,COLOMBIA,1
2019,10,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,1
2019,4,80107,CUSCO,CUSCO,SAYLLA,F,12-17 AÑOS,PERÚ,1
2020,5,80106,CUSCO,CUSCO,SANTIAGO,F,,PERÚ,1
2023,10,110501,ICA,PISCO,PISCO,F,30-59 AÑOS,PERÚ,1
2024,3,70101,CALLAO,CALLAO,CALLAO,F,12-17 AÑOS,PERÚ,11
2024,8,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,18-29 AÑOS,PERÚ,1
2021,11,130205,LA LIBERTAD,ASCOPE,PAIJAN,M,12-17 AÑOS,VENEZUELA,1
2021,4,240302,TUMBES,ZARUMILLA,AGUAS VERDES,F,12-17 AÑOS,VENEZUELA,1
2019,6,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,F,18-29 AÑOS,PERÚ,1
2021,10,40110,AREQUIPA,AREQUIPA,MIRAFLORES,F,30-59 AÑOS,PERÚ,1
2022,7,120408,JUNÍN,JAUJA,HUAMALI,M,6-11 AÑOS,PERÚ,1
2019,2,200805,PIURA,SECHURA,VICE,M,18-29 AÑOS,PERÚ,1
2023,4,160104,LORETO,MAYNAS,INDIANA,M,12-17 AÑOS,PERÚ,1
2024,8,210501,PUNO,EL COLLAO,ILAVE,F,18-29 AÑOS,PERÚ,1
2022,5,80106,CUSCO,CUSCO,SANTIAGO,M,18-29 AÑOS,PERÚ,2
2022,8,150205,REGIÓN LIMA,BARRANCA,SUPE PUERTO,F,12-17 AÑOS,PERÚ,2
2022,6,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,12-17 AÑOS,PERÚ,4
2023,8,150110,LIMA METROPOLITANA,LIMA,COMAS,M,60 A MAS AÑOS,PERÚ,3
2024,12,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,12-17 AÑOS,ARGENTINA,1
2019,7,80106,CUSCO,CUSCO,SANTIAGO,M,30-59 AÑOS,PERÚ,3
2021,1,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,12-17 AÑOS,PERÚ,7
2020,2,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,12-17 AÑOS,PERÚ,5
2021,12,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,18-29 AÑOS,PERÚ,1
2025,3,40112,AREQUIPA,AREQUIPA,PAUCARPATA,F,60 A MAS AÑOS,PERÚ,1
2021,9,190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,F,12-17 AÑOS,PERÚ,1
2023,1,50401,AYACUCHO,HUANTA,HUANTA,F,6-11 AÑOS,PERÚ,1
2021,6,40122,AREQUIPA,AREQUIPA,SOCABAYA,F,12-17 AÑOS,PERÚ,2
2023,7,80901,CUSCO,LA CONVENCION,SANTA ANA,F,12-17 AÑOS,PERÚ,2
2020,1,60401,CAJAMARCA,CHOTA,CHOTA,M,30-59 AÑOS,PERÚ,1
2019,11,100101,HUÁNUCO,HUANUCO,HUANUCO,F,18-29 AÑOS,PERÚ,1
2024,2,80401,CUSCO,CALCA,CALCA,M,6-11 AÑOS,PERÚ,1
2019,4,240101,TUMBES,TUMBES,TUMBES,F,18-29 AÑOS,VENEZUELA,1
2022,12,230101,TACNA,TACNA,TACNA,M,30-59 AÑOS,PERÚ,2
2023,3,150812,REGIÓN LIMA,HUAURA,VEGUETA,M,30-59 AÑOS,PERÚ,1
2020,4,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,2
2023,8,110210,ICA,CHINCHA,SUNAMPE,F,12-17 AÑOS,PERÚ,1
2022,9,150101,LIMA METROPOLITANA,LIMA,LIMA,M,6-11 AÑOS,PERÚ,3
2023,4,120101,JUNÍN,HUANCAYO,HUANCAYO,F,12-17 AÑOS,PERÚ,10
2024,1,50501,AYACUCHO,LA MAR,SAN MIGUEL,F,12-17 AÑOS,PERÚ,1
2020,8,80801,CUSCO,ESPINAR,ESPINAR,M,60 A MAS AÑOS,PERÚ,1
2025,7,30202,APURIMAC,ANDAHUAYLAS,ANDARAPA,M,30-59 AÑOS,PERÚ,1
2020,6,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18-29 AÑOS,PERÚ,2
2023,1,21801,ÁNCASH,SANTA,CHIMBOTE,F,12-17 AÑOS,PERÚ,9
2019,7,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,30-59 AÑOS,PERÚ,3
2021,10,30216,APURIMAC,ANDAHUAYLAS,TALAVERA,F,12-17 AÑOS,PERÚ,1
2022,5,70106,CALLAO,CALLAO,VENTANILLA,M,30-59 AÑOS,PERÚ,4
2019,5,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,18-29 AÑOS,PERÚ,2
2020,7,200104,PIURA,PIURA,CASTILLA,F,18-29 AÑOS,PERÚ,2
2021,7,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,M,12-17 AÑOS,PERÚ,1
2024,10,40122,AREQUIPA,AREQUIPA,SOCABAYA,M,12-17 AÑOS,PERÚ,1
2021,11,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,F,30-59 AÑOS,PERÚ,1
2019,3,240101,TUMBES,TUMBES,TUMBES,M,30-59 AÑOS,PERÚ,2
2023,9,90306,HUANCAVELICA,ANGARAES,CONGALLA,M,30-59 AÑOS,PERÚ,1
2025,3,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,M,30-59 AÑOS,PERÚ,1
2019,3,211101,PUNO,SAN ROMAN,JULIACA,F,12-17 AÑOS,PERÚ,6
2020,11,200101,PIURA,PIURA,PIURA,F,18-29 AÑOS,VENEZUELA,1
2019,7,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,12-17 AÑOS,PERÚ,1
2022,5,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,5
2022,6,210101,PUNO,PUNO,PUNO,M,18-29 AÑOS,PERÚ,1
2024,4,80401,CUSCO,CALCA,CALCA,F,18-29 AÑOS,PERÚ,1
2019,1,20801,ÁNCASH,CASMA,CASMA,F,12-17 AÑOS,PERÚ,1
2019,11,81301,CUSCO,URUBAMBA,URUBAMBA,M,12-17 AÑOS,PERÚ,1
2019,12,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,VENEZUELA,1
2025,5,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,PARAGUAY,1
2019,10,30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,M,6-11 AÑOS,PERÚ,1
2021,3,80907,CUSCO,LA CONVENCION,KIMBIRI,F,12-17 AÑOS,PERÚ,3
2019,1,60301,CAJAMARCA,CELENDIN,CELENDIN,F,12-17 AÑOS,PERÚ,2
2023,10,90103,HUANCAVELICA,HUANCAVELICA,ACORIA,F,12-17 AÑOS,PERÚ,1
2022,12,70106,CALLAO,CALLAO,VENTANILLA,F,18-29 AÑOS,PERÚ,3
2024,7,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,30-59 AÑOS,PERÚ,3
2022,8,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,30-59 AÑOS,PERÚ,4
2022,7,80104,CUSCO,CUSCO,SAN JERONIMO,M,12-17 AÑOS,PERÚ,1
2019,10,80106,CUSCO,CUSCO,SANTIAGO,F,18-29 AÑOS,PERÚ,3
2020,8,50102,AYACUCHO,HUAMANGA,ACOCRO,F,12-17 AÑOS,PERÚ,1
2024,12,150116,LIMA METROPOLITANA,LIMA,LINCE,F,12-17 AÑOS,PERÚ,1
2019,1,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,F,12-17 AÑOS,PERÚ,1
2024,9,210101,PUNO,PUNO,PUNO,M,30-59 AÑOS,PERÚ,2
2019,3,100103,HUÁNUCO,HUANUCO,CHINCHAO,M,12-17 AÑOS,PERÚ,1
2021,1,30101,APURIMAC,ABANCAY,ABANCAY,F,18-29 AÑOS,PERÚ,3
2024,8,21201,ÁNCASH,HUAYLAS,CARAZ,F,18-29 AÑOS,ESTADOS UNIDOS,1
2019,4,210101,PUNO,PUNO,PUNO,M,30-59 AÑOS,PERÚ,1
2024,7,80905,CUSCO,LA CONVENCION,OCOBAMBA,F,12-17 AÑOS,PERÚ,2
2023,5,200701,PIURA,TALARA,PARIÑAS,F,12-17 AÑOS,PERÚ,2
2021,6,120211,JUNÍN,CONCEPCION,MITO,F,12-17 AÑOS,PERÚ,1
2020,2,210501,PUNO,EL COLLAO,ILAVE,M,12-17 AÑOS,PERÚ,1
2023,4,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,60 A MAS AÑOS,PERÚ,3
2020,9,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,M,30-59 AÑOS,PERÚ,1
2022,1,160108,LORETO,MAYNAS,PUNCHANA,F,12-17 AÑOS,PERÚ,2
2024,8,80901,CUSCO,LA CONVENCION,SANTA ANA,M,12-17 AÑOS,PERÚ,1
2019,3,80205,CUSCO,ACOMAYO,POMACANCHI,F,12-17 AÑOS,PERÚ,1
2022,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18-29 AÑOS,PERÚ,3
2024,8,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,PERÚ,1
2024,6,21808,ÁNCASH,SANTA,SANTA,F,12-17 AÑOS,PERÚ,1
2023,4,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,4
2022,12,211101,PUNO,SAN ROMAN,JULIACA,F,18-29 AÑOS,PERÚ,1
2022,1,240101,TUMBES,TUMBES,TUMBES,M,18-29 AÑOS,PERÚ,1
2024,10,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,1
2022,1,100102,HUÁNUCO,HUANUCO,AMARILIS,F,18-29 AÑOS,PERÚ,1
2022,7,70101,CALLAO,CALLAO,CALLAO,F,60 A MAS AÑOS,PERÚ,1
2019,5,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,30-59 AÑOS,PERÚ,2
2023,9,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,1
2020,3,40103,AREQUIPA,AREQUIPA,CAYMA,M,12-17 AÑOS,PERÚ,2
2021,8,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,,PERÚ,1
2021,5,100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,F,12-17 AÑOS,PERÚ,1
2019,10,150101,LIMA METROPOLITANA,LIMA,LIMA,F,30-59 AÑOS,PERÚ,1
2019,6,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,F,18-29 AÑOS,PERÚ,1
2022,9,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,18-29 AÑOS,PERÚ,2
2019,11,150202,REGIÓN LIMA,BARRANCA,PARAMONGA,M,12-17 AÑOS,PERÚ,1
2020,5,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,F,12-17 AÑOS,PERÚ,1
2025,7,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,12-17 AÑOS,PERÚ,2
2019,2,140115,LAMBAYEQUE,CHICLAYO,SAÑA,M,30-59 AÑOS,PERÚ,1
2024,7,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,12-17 AÑOS,PERÚ,2
2020,2,81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,F,,PERÚ,1
2022,12,120101,JUNÍN,HUANCAYO,HUANCAYO,F,18-29 AÑOS,PERÚ,2
2021,5,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,PERÚ,3
2021,3,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,1
2019,9,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,60 A MAS AÑOS,PERÚ,1
2025,2,110304,ICA,NAZCA,MARCONA,F,12-17 AÑOS,PERÚ,1
2020,1,130203,LA LIBERTAD,ASCOPE,CHOCOPE,F,18-29 AÑOS,PERÚ,1
2019,8,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,M,12-17 AÑOS,PERÚ,1
2022,3,110201,ICA,CHINCHA,CHINCHA ALTA,F,30-59 AÑOS,PERÚ,1
2023,3,80902,CUSCO,LA CONVENCION,ECHARATE,M,12-17 AÑOS,PERÚ,1
2021,11,200706,PIURA,TALARA,MANCORA,F,12-17 AÑOS,PERÚ,4
2024,9,30104,APURIMAC,ABANCAY,CURAHUASI,F,12-17 AÑOS,PERÚ,1
2024,1,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,M,18-29 AÑOS,PERÚ,1
2021,12,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,30-59 AÑOS,PERÚ,2
2019,7,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,,PERÚ,1
2025,6,200104,PIURA,PIURA,CASTILLA,F,30-59 AÑOS,PERÚ,1
2023,8,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,60 A MAS AÑOS,PERÚ,1
2019,9,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,PERÚ,9
2019,6,100101,HUÁNUCO,HUANUCO,HUANUCO,M,30-59 AÑOS,PERÚ,2
2022,3,20508,ÁNCASH,BOLOGNESI,HUALLANCA,M,60 A MAS AÑOS,PERÚ,1
2023,8,80101,CUSCO,CUSCO,CUSCO,F,60 A MAS AÑOS,PERÚ,1
2020,1,200101,PIURA,PIURA,PIURA,F,18-29 AÑOS,PERÚ,3
2022,11,100207,HUÁNUCO,AMBO,SAN RAFAEL,F,12-17 AÑOS,PERÚ,1
